seed,step
8592,10
8593,3
8594,2
8595,3
8596,4
8597,4
8598,2
8599,1
8600,4
8601,5
8602,1
8603,4
8604,3
8605,10
8606,5
8607,12
8608,1
8609,1
8610,8
8611,4
8612,18
8613,24
8614,1
8615,16
8616,4
8617,18
8618,5
8619,21
8620,1
8621,15
8622,4
8623,3
8624,4
8625,17
8626,2
8627,17
8628,3
8629,16
8630,16
8631,4
8632,4
8633,5
8634,2
8635,12
8636,2
8637,16
8638,5
8639,10
8640,2
8641,4
8642,2
8643,2
8644,5
8645,1
8646,18
8647,2
8648,2
8649,9
8650,1
8651,1
8652,10
8653,5
8654,5
8655,22
8656,6
8657,9
8658,1
8659,8
8660,4
8661,1
8662,16
8663,1
8664,8
8665,12
8666,8
8667,1
8668,14
8669,8
8670,2
8671,2
8672,15
8673,2
8674,7
8675,10
8676,9
8677,1
8678,14
8679,16
8680,5
8681,26
8682,6
8683,11
8684,1
8685,7
8686,6
8687,4
8688,7
8689,5
8690,8
8691,4
8692,31
8693,2
8694,1
8695,35
8696,2
8697,29
8698,9
8699,1
8700,27
8701,9
8702,7
8703,10
8704,1
8705,20
8706,14
8707,2
8708,4
8709,46
8710,1
8711,15
8712,15
8713,2
8714,2
8715,15
8716,7
8717,1
8718,1
8719,2
8720,6
8721,11
8722,8
8723,6
8724,4
8725,1
8726,5
8727,11
8728,6
8729,4
8730,1
8731,4
8732,3
8733,3
8734,21
8735,4
8736,5
8737,3
8738,1
8739,40
8740,14
8741,1
8742,5
8743,1
8744,5
8745,14
8746,6
8747,6
8748,12
8749,1
8750,1
8751,6
8752,12
8753,5
8754,6
8755,1
8756,16
8757,12
8758,5
8759,2
8760,4
8761,11
8762,3
8763,2
8764,3
8765,4
8766,15
8767,19
8768,17
8769,13
8770,3
8771,7
8772,1
8773,1
8774,3
8775,4
8776,14
8777,5
8778,8
8779,3
8780,4
8781,7
8782,12
8783,5
8784,11
8785,10
8786,6
8787,3
8788,7
8789,2
8790,31
8791,14
8792,9
8793,22
8794,1
8795,1
8796,2
8797,18
8798,3
8799,25
8800,1
8801,7
8802,12
8803,2
8804,2
8805,4
8806,1
8807,6
8808,16
8809,15
8810,14
8811,19
8812,15
8813,9
8814,3
8815,4
8816,14
8817,14
8818,1
8819,2
8820,8
8821,4
8822,15
8823,11
8824,8
8825,5
8826,6
8827,14
8828,21
8829,6
8830,11
8831,24
8832,14
8833,1
8834,1
8835,16
8836,7
8837,28
8838,7
8839,6
8840,33
8841,7
8842,30
8843,6
8844,1
8845,17
8846,17
8847,2
8848,23
8849,1
8850,16
8851,5
8852,2
8853,5
8854,14
8855,18
8856,10
8857,2
8858,2
8859,5
8860,10
8861,16
8862,14
8863,5
8864,10
8865,5
8866,2
8867,2
8868,3
8869,12
8870,12
8871,13
8872,3
8873,13
8874,30
8875,5
8876,4
8877,8
8878,2
8879,7
8880,12
8881,14
8882,9
8883,8
8884,16
8885,9
8886,6
8887,4
8888,14
8889,4
8890,17
8891,3
8892,4
8893,21
8894,4
8895,5
8896,5
8897,23
8898,5
8899,4
8900,8
8901,1
8902,8
8903,1
8904,8
8905,1
8906,7
8907,11
8908,2
8909,19
8910,1
8911,2
8912,20
8913,10
8914,6
8915,9
8916,1
8917,18
8918,1
8919,15
8920,1
8921,11
8922,5
8923,14
8924,4
8925,17
8926,24
8927,12
8928,6
8929,7
8930,1
8931,8
8932,1
8933,11
8934,2
8935,27
8936,2
8937,4
8938,7
8939,14
8940,1
8941,4
8942,6
8943,11
8944,41
8945,18
8946,9
8947,9
8948,3
8949,4
8950,25
8951,1
8952,10
8953,6
8954,2
8955,9
8956,3
8957,1
8958,4
8959,6
8960,2
8961,3
8962,11
8963,1
8964,7
8965,9
8966,4
8967,19
8968,3
8969,11
8970,3
8971,8
8972,14
8973,8
8974,11
8975,3
8976,13
8977,9
8978,2
8979,1
8980,6
8981,7
8982,11
8983,14
8984,21
8985,4
8986,4
8987,5
8988,2
8989,3
8990,4
8991,1
8992,6
8993,8
8994,30
8995,10
8996,15
8997,4
8998,2
8999,20
9000,1
9001,4
9002,6
9003,6
9004,1
9005,5
9006,12
9007,10
9008,3
9009,2
9010,11
9011,1
9012,6
9013,8
9014,12
9015,3
9016,21
9017,8
9018,12
9019,26
9020,3
9021,4
9022,5
9023,6
9024,5
9025,1
9026,15
9027,39
9028,20
9029,4
9030,4
9031,4
9032,3
9033,21
9034,2
9035,2
9036,3
9037,9
9038,3
9039,25
9040,3
9041,1
9042,13
9043,7
9044,21
9045,6
9046,2
9047,7
9048,3
9049,6
9050,2
9051,18
9052,4
9053,9
9054,5
9055,34
9056,2
9057,11
9058,2
9059,11
9060,18
9061,10
9062,3
9063,6
9064,3
9065,13
9066,17
9067,1
9068,4
9069,9
9070,1
9071,1
9072,4
9073,3
9074,1
9075,12
9076,8
9077,3
9078,13
9079,1
9080,7
9081,27
9082,4
9083,16
9084,2
9085,18
9086,16
9087,1
9088,7
9089,6
9090,2
9091,7
9092,3
9093,1
9094,4
9095,7
9096,24
9097,10
9098,5
9099,3
9100,9
9101,2
9102,1
9103,21
9104,5
9105,2
9106,5
9107,3
9108,8
9109,5
9110,21
9111,4
9112,8
9113,4
9114,1
9115,13
9116,10
9117,3
9118,15
9119,5
9120,3
9121,4
9122,1
9123,6
9124,5
9125,6
9126,23
9127,4
9128,14
9129,1
9130,9
9131,6
9132,27
9133,10
9134,2
9135,4
9136,7
9137,16
9138,3
9139,2
9140,2
9141,6
9142,19
9143,20
9144,3
9145,1
9146,1
9147,7
9148,1
9149,1
9150,1
9151,17
9152,4
9153,8
9154,13
9155,8
9156,6
9157,1
9158,3
9159,20
9160,1
9161,1
9162,5
9163,8
9164,10
9165,3
9166,6
9167,10
9168,4
9169,1
9170,15
9171,12
9172,7
9173,7
9174,12
9175,2
9176,6
9177,16
9178,7
9179,5
9180,5
9181,12
9182,4
9183,7
9184,20
9185,2
9186,8
9187,2
9188,9
9189,2
9190,6
9191,6
9192,9
9193,19
9194,1
9195,30
9196,40
9197,6
9198,1
9199,5
9200,1
9201,6
9202,8
9203,2
9204,4
9205,1
9206,23
9207,3
9208,11
9209,10
9210,9
9211,11
9212,10
9213,14
9214,4
9215,17
9216,3
9217,2
9218,2
9219,5
9220,9
9221,9
9222,3
9223,2
9224,2
9225,5
9226,1
9227,2
9228,2
9229,1
9230,3
9231,4
9232,6
9233,6
9234,4
9235,23
9236,8
9237,24
9238,7
9239,2
9240,1
9241,22
9242,12
9243,5
9244,1
9245,7
9246,9
9247,2
9248,9
9249,3
9250,3
9251,28
9252,24
9253,14
9254,12
9255,22
9256,7
9257,15
9258,2
9259,5
9260,3
9261,12
9262,3
9263,16
9264,8
9265,9
9266,2
9267,2
9268,9
9269,7
9270,2
9271,5
9272,7
9273,7
9274,16
9275,4
9276,13
9277,9
9278,8
9279,8
9280,15
9281,20
9282,8
9283,3
9284,2
9285,3
9286,13
9287,7
9288,2
9289,6
9290,3
9291,10
9292,4
9293,1
9294,2
9295,7
9296,5
9297,32
9298,12
9299,1
9300,2
9301,3
9302,11
9303,8
9304,8
9305,5
9306,1
9307,4
9308,5
9309,20
9310,9
9311,16
9312,10
9313,4
9314,2
9315,1
9316,1
9317,1
9318,2
9319,4
9320,15
9321,1
9322,51
9323,11
9324,7
9325,3
9326,2
9327,7
9328,3
9329,2
9330,5
9331,5
9332,5
9333,25
9334,12
9335,9
9336,2
9337,10
9338,1
9339,5
9340,14
9341,5
9342,20
9343,7
9344,7
9345,3
9346,9
9347,13
9348,5
9349,18
9350,4
9351,14
9352,5
9353,7
9354,1
9355,1
9356,6
9357,1
9358,5
9359,3
9360,1
9361,2
9362,18
9363,4
9364,3
9365,16
9366,5
9367,3
9368,1
9369,9
9370,2
9371,11
9372,3
9373,9
9374,1
9375,5
9376,1
9377,15
9378,21
9379,3
9380,11
9381,2
9382,2
9383,1
9384,19
9385,11
9386,13
9387,9
9388,20
9389,4
9390,3
9391,8
9392,5
9393,1
9394,1
9395,25
9396,2
9397,1
9398,2
9399,2
9400,2
9401,39
9402,7
9403,25
9404,7
9405,1
9406,12
9407,1
9408,4
9409,4
9410,4
9411,5
9412,7
9413,3
9414,4
9415,6
9416,8
9417,30
9418,8
9419,4
9420,4
9421,15
9422,7
9423,17
9424,9
9425,13
9426,5
9427,22
9428,12
9429,1
9430,5
9431,2
9432,1
9433,5
9434,8
9435,7
9436,1
9437,4
9438,11
9439,37
9440,3
9441,6
9442,10
9443,21
9444,6
9445,3
9446,11
9447,15
9448,23
9449,9
9450,7
9451,11
9452,16
9453,15
9454,12
9455,1
9456,21
9457,17
9458,20
9459,8
9460,4
9461,13
9462,15
9463,9
9464,1
9465,19
9466,1
9467,12
9468,21
9469,3
9470,4
9471,6
9472,10
9473,10
9474,3
9475,18
9476,2
9477,4
9478,16
9479,6
9480,24
9481,1
9482,6
9483,16
9484,3
9485,3
9486,3
9487,2
9488,1
9489,11
9490,4
9491,2
9492,27
9493,12
9494,14
9495,9
9496,19
9497,2
9498,4
9499,23
9500,1
9501,7
9502,6
9503,4
9504,43
9505,4
9506,10
9507,4
9508,27
9509,7
9510,6
9511,1
9512,2
9513,10
9514,10
9515,16
9516,2
9517,6
9518,2
9519,2
9520,3
9521,9
9522,22
9523,7
9524,6
9525,12
9526,9
9527,5
9528,6
9529,10
9530,9
9531,4
9532,3
9533,12
9534,3
9535,2
9536,14
9537,2
9538,21
9539,16
9540,3
9541,12
9542,6
9543,4
9544,11
9545,14
9546,11
9547,2
9548,2
9549,2
9550,23
9551,10
9552,3
9553,9
9554,4
9555,8
9556,11
9557,3
9558,28
9559,7
9560,12
9561,3
9562,3
9563,1
9564,6
9565,21
9566,7
9567,23
9568,2
9569,3
9570,2
9571,1
9572,9
9573,7
9574,46
9575,17
9576,15
9577,3
9578,2
9579,9
9580,21
9581,2
9582,21
9583,3
9584,3
9585,14
9586,3
9587,15
9588,3
9589,9
9590,16
9591,1
9592,10
9593,7
9594,3
9595,7
9596,5
9597,7
9598,5
9599,1
9600,11
9601,9
9602,16
9603,6
9604,15
9605,10
9606,3
9607,18
9608,13
9609,6
9610,2
9611,8
9612,14
9613,13
9614,12
9615,16
9616,25
9617,7
9618,2
9619,8
9620,4
9621,1
9622,9
9623,3
9624,13
9625,18
9626,2
9627,5
9628,1
9629,11
9630,7
9631,4
9632,1
9633,4
9634,17
9635,3
9636,22
9637,14
9638,12
9639,5
9640,22
9641,2
9642,12
9643,9
9644,1
9645,6
9646,7
9647,2
9648,19
9649,2
9650,24
9651,2
9652,39
9653,1
9654,3
9655,7
9656,15
9657,1
9658,6
9659,13
9660,3
9661,23
9662,12
9663,14
9664,7
9665,4
9666,1
9667,9
9668,1
9669,10
9670,13
9671,3
9672,9
9673,14
9674,1
9675,1
9676,5
9677,2
9678,11
9679,2
9680,3
9681,10
9682,13
9683,6
9684,6
9685,2
9686,38
9687,4
9688,11
9689,11
9690,6
9691,4
9692,8
9693,1
9694,2
9695,22
9696,4
9697,2
9698,11
9699,8
9700,11
9701,11
9702,6
9703,10
9704,10
9705,7
9706,18
9707,6
9708,2
9709,16
9710,11
9711,2
9712,1
9713,1
9714,3
9715,12
9716,4
9717,12
9718,3
9719,2
9720,6
9721,7
9722,3
9723,7
9724,46
9725,17
9726,8
9727,10
9728,2
9729,19
9730,2
9731,16
9732,26
9733,6
9734,2
9735,2
9736,3
9737,1
9738,11
9739,3
9740,5
9741,7
9742,4
9743,1
9744,3
9745,9
9746,32
9747,4
9748,4
9749,3
9750,31
9751,5
9752,15
9753,4
9754,4
9755,1
9756,2
9757,1
9758,8
9759,37
9760,8
9761,1
9762,3
9763,15
9764,8
9765,3
9766,28
9767,8
9768,36
9769,7
9770,1
9771,3
9772,3
9773,10
9774,18
9775,5
9776,1
9777,4
9778,5
9779,8
9780,1
9781,4
9782,1
9783,3
9784,3
9785,1
9786,4
9787,3
9788,7
9789,2
9790,9
9791,22
9792,10
9793,9
9794,1
9795,2
9796,5
9797,1
9798,10
9799,7
9800,6
9801,3
9802,6
9803,4
9804,2
9805,3
9806,8
9807,2
9808,1
9809,5
9810,51
9811,7
9812,16
9813,1
9814,3
9815,9
9816,1
9817,2
9818,9
9819,14
9820,5
9821,15
9822,6
9823,10
9824,6
9825,1
9826,2
9827,12
9828,1
9829,10
9830,2
9831,8
9832,13
9833,1
9834,2
9835,1
9836,14
9837,13
9838,6
9839,3
9840,5
9841,2
9842,12
9843,12
9844,17
9845,2
9846,2
9847,6
9848,1
9849,7
9850,33
9851,1
9852,1
9853,46
9854,8
9855,10
9856,4
9857,9
9858,27
9859,2
9860,8
9861,10
9862,1
9863,9
9864,8
9865,13
9866,2
9867,10
9868,4
9869,7
9870,11
9871,2
9872,3
9873,12
9874,7
9875,10
9876,1
9877,13
9878,17
9879,2
9880,4
9881,2
9882,9
9883,44
9884,2
9885,3
9886,3
9887,2
9888,8
9889,1
9890,14
9891,19
9892,27
9893,16
9894,16
9895,2
9896,21
9897,9
9898,19
9899,5
9900,6
9901,6
9902,13
9903,3
9904,10
9905,10
9906,23
9907,10
9908,6
9909,2
9910,11
9911,8
9912,2
9913,1
9914,13
9915,6
9916,23
9917,13
9918,12
9919,32
9920,21
9921,11
9922,1
9923,15
9924,12
9925,4
9926,9
9927,19
9928,1
9929,9
9930,12
9931,4
9932,3
9933,1
9934,4
9935,10
9936,2
9937,4
9938,2
9939,9
9940,15
9941,6
9942,15
9943,8
9944,4
9945,30
9946,18
9947,12
9948,11
9949,5
9950,2
9951,12
9952,7
9953,6
9954,16
9955,3
9956,5
9957,11
9958,5
9959,11
9960,12
9961,3
9962,1
9963,15
9964,22
9965,5
9966,4
9967,8
9968,7
9969,5
9970,4
9971,22
9972,14
9973,11
9974,10
9975,10
9976,20
9977,8
9978,2
9979,7
9980,10
9981,3
9982,10
9983,2
9984,6
9985,2
9986,2
9987,21
9988,2
9989,11
9990,1
9991,1
9992,4
9993,24
9994,3
9995,6
9996,15
9997,5
9998,32
9999,10
