sample,two_theta,intensity
NiPdTaOx_post,40.67,25.395
NiPdTaOx_post,40.68,24.522
NiPdTaOx_post,40.69,24.209
NiPdTaOx_post,40.7,23.668
NiPdTaOx_post,40.71,23.285
NiPdTaOx_post,40.72,23.032
NiPdTaOx_post,40.73,22.393
NiPdTaOx_post,40.74,21.733
NiPdTaOx_post,40.75,21.348
NiPdTaOx_post,40.76,20.982
NiPdTaOx_post,40.77,20.739
NiPdTaOx_post,40.78,20.407
NiPdTaOx_post,40.79,20.013
NiPdTaOx_post,40.8,19.792
NiPdTaOx_post,40.81,19.299
NiPdTaOx_post,40.82,18.681
NiPdTaOx_post,40.83,18.48
NiPdTaOx_post,40.84,18.113
NiPdTaOx_post,40.85,17.944
NiPdTaOx_post,40.86,17.747
NiPdTaOx_post,40.87,17.307
NiPdTaOx_post,40.88,16.98
NiPdTaOx_post,40.89,16.927
NiPdTaOx_post,40.9,16.615
NiPdTaOx_post,40.91,16.342
NiPdTaOx_post,40.92,15.806
NiPdTaOx_post,40.93,15.451
NiPdTaOx_post,40.94,15.21
NiPdTaOx_post,40.95,15.036
NiPdTaOx_post,40.96,14.816
NiPdTaOx_post,40.97,14.631
NiPdTaOx_post,40.98,14.392
NiPdTaOx_post,40.99,14.18
NiPdTaOx_post,41.0,14.004
NiPdTaOx_post,41.01,13.656
NiPdTaOx_post,41.02,13.455
NiPdTaOx_post,41.03,13.245
NiPdTaOx_post,41.04,13.149
NiPdTaOx_post,41.05,13.118
NiPdTaOx_post,41.06,12.831
NiPdTaOx_post,41.07,12.463
NiPdTaOx_post,41.08,12.248
NiPdTaOx_post,41.09,12.064
NiPdTaOx_post,41.1,11.985
NiPdTaOx_post,41.11,11.912
NiPdTaOx_post,41.12,11.593
NiPdTaOx_post,41.13,11.319
NiPdTaOx_post,41.14,11.103
NiPdTaOx_post,41.15,10.936
NiPdTaOx_post,41.16,10.826
NiPdTaOx_post,41.17,10.659
NiPdTaOx_post,41.18,10.51
NiPdTaOx_post,41.19,10.406
NiPdTaOx_post,41.2,10.246
NiPdTaOx_post,41.21,10.108
NiPdTaOx_post,41.22,9.969
NiPdTaOx_post,41.23,9.776
NiPdTaOx_post,41.24,9.776
NiPdTaOx_post,41.25,9.613
NiPdTaOx_post,41.26,9.452
NiPdTaOx_post,41.27,9.286
NiPdTaOx_post,41.28,9.159
NiPdTaOx_post,41.29,9.028
NiPdTaOx_post,41.3,9.037
NiPdTaOx_post,41.31,9.033
NiPdTaOx_post,41.32,8.948
NiPdTaOx_post,41.33,8.626
NiPdTaOx_post,41.34,8.259
NiPdTaOx_post,41.35,8.287
NiPdTaOx_post,41.36,8.324
NiPdTaOx_post,41.37,8.316
NiPdTaOx_post,41.38,8.047
NiPdTaOx_post,41.39,7.91
NiPdTaOx_post,41.4,7.728
NiPdTaOx_post,41.41,7.728
NiPdTaOx_post,41.42,7.816
NiPdTaOx_post,41.43,7.941
NiPdTaOx_post,41.44,7.965
NiPdTaOx_post,41.45,7.75
NiPdTaOx_post,41.46,7.561
NiPdTaOx_post,41.47,7.419
NiPdTaOx_post,41.48,7.209
NiPdTaOx_post,41.49,7.08
NiPdTaOx_post,41.5,7.152
NiPdTaOx_post,41.51,7.105
NiPdTaOx_post,41.52,7.004
NiPdTaOx_post,41.53,6.837
NiPdTaOx_post,41.54,6.854
NiPdTaOx_post,41.55,6.742
NiPdTaOx_post,41.56,6.698
NiPdTaOx_post,41.57,6.593
NiPdTaOx_post,41.58,6.644
NiPdTaOx_post,41.59,6.441
NiPdTaOx_post,41.6,6.256
NiPdTaOx_post,41.61,6.2
NiPdTaOx_post,41.62,6.316
NiPdTaOx_post,41.63,6.366
NiPdTaOx_post,41.64,6.333
NiPdTaOx_post,41.65,6.27
NiPdTaOx_post,41.66,6.197
NiPdTaOx_post,41.67,5.982
NiPdTaOx_post,41.68,5.871
NiPdTaOx_post,41.69,5.897
NiPdTaOx_post,41.7,5.96
NiPdTaOx_post,41.71,5.834
NiPdTaOx_post,41.72,5.751
NiPdTaOx_post,41.73,5.764
NiPdTaOx_post,41.74,5.761
NiPdTaOx_post,41.75,5.834
NiPdTaOx_post,41.76,5.726
NiPdTaOx_post,41.77,5.673
NiPdTaOx_post,41.78,5.551
NiPdTaOx_post,41.79,5.505
NiPdTaOx_post,41.8,5.535
NiPdTaOx_post,41.81,5.53
NiPdTaOx_post,41.82,5.416
NiPdTaOx_post,41.83,5.254
NiPdTaOx_post,41.84,5.203
NiPdTaOx_post,41.85,5.359
NiPdTaOx_post,41.86,5.384
NiPdTaOx_post,41.87,5.274
NiPdTaOx_post,41.88,5.093
NiPdTaOx_post,41.89,5.108
NiPdTaOx_post,41.9,5.087
NiPdTaOx_post,41.91,5.056
NiPdTaOx_post,41.92,4.839
NiPdTaOx_post,41.93,4.772
NiPdTaOx_post,41.94,4.76
NiPdTaOx_post,41.95,4.87
NiPdTaOx_post,41.96,4.794
NiPdTaOx_post,41.97,4.712
NiPdTaOx_post,41.98,4.68
NiPdTaOx_post,41.99,4.732
NiPdTaOx_post,42.0,4.712
NiPdTaOx_post,42.01,4.596
NiPdTaOx_post,42.02,4.637
NiPdTaOx_post,42.03,4.566
NiPdTaOx_post,42.04,4.598
NiPdTaOx_post,42.05,4.653
NiPdTaOx_post,42.06,4.717
NiPdTaOx_post,42.07,4.615
NiPdTaOx_post,42.08,4.445
NiPdTaOx_post,42.09,4.317
NiPdTaOx_post,42.1,4.269
NiPdTaOx_post,42.11,4.315
NiPdTaOx_post,42.12,4.46
NiPdTaOx_post,42.13,4.566
NiPdTaOx_post,42.14,4.523
NiPdTaOx_post,42.15,4.408
NiPdTaOx_post,42.16,4.373
NiPdTaOx_post,42.17,4.418
NiPdTaOx_post,42.18,4.467
NiPdTaOx_post,42.19,4.415
NiPdTaOx_post,42.2,4.238
NiPdTaOx_post,42.21,4.063
NiPdTaOx_post,42.22,4.102
NiPdTaOx_post,42.23,4.144
NiPdTaOx_post,42.24,4.142
NiPdTaOx_post,42.25,4.129
NiPdTaOx_post,42.26,4.16
NiPdTaOx_post,42.27,4.258
NiPdTaOx_post,42.28,4.198
NiPdTaOx_post,42.29,4.099
NiPdTaOx_post,42.3,4.001
NiPdTaOx_post,42.31,4.021
NiPdTaOx_post,42.32,4.051
NiPdTaOx_post,42.33,4.007
NiPdTaOx_post,42.34,3.929
NiPdTaOx_post,42.35,3.882
NiPdTaOx_post,42.36,3.825
NiPdTaOx_post,42.37,3.866
NiPdTaOx_post,42.38,3.974
NiPdTaOx_post,42.39,3.998
NiPdTaOx_post,42.4,3.824
NiPdTaOx_post,42.41,3.701
NiPdTaOx_post,42.42,3.59
NiPdTaOx_post,42.43,3.675
NiPdTaOx_post,42.44,3.761
NiPdTaOx_post,42.45,3.86
NiPdTaOx_post,42.46,3.865
NiPdTaOx_post,42.47,3.896
NiPdTaOx_post,42.48,3.863
NiPdTaOx_post,42.49,3.786
NiPdTaOx_post,42.5,3.753
NiPdTaOx_post,42.51,3.782
NiPdTaOx_post,42.52,3.816
NiPdTaOx_post,42.53,3.861
NiPdTaOx_post,42.54,3.873
NiPdTaOx_post,42.55,3.818
NiPdTaOx_post,42.56,3.633
NiPdTaOx_post,42.57,3.581
NiPdTaOx_post,42.58,3.609
NiPdTaOx_post,42.59,3.699
NiPdTaOx_post,42.6,3.661
NiPdTaOx_post,42.61,3.673
NiPdTaOx_post,42.62,3.734
NiPdTaOx_post,42.63,3.798
NiPdTaOx_post,42.64,3.727
NiPdTaOx_post,42.65,3.631
NiPdTaOx_post,42.66,3.674
NiPdTaOx_post,42.67,3.705
NiPdTaOx_post,42.68,3.62
NiPdTaOx_post,42.69,3.473
NiPdTaOx_post,42.7,3.413
NiPdTaOx_post,42.71,3.375
NiPdTaOx_post,42.72,3.356
NiPdTaOx_post,42.73,3.395
NiPdTaOx_post,42.74,3.51
NiPdTaOx_post,42.75,3.548
NiPdTaOx_post,42.76,3.627
NiPdTaOx_post,42.77,3.617
NiPdTaOx_post,42.78,3.586
NiPdTaOx_post,42.79,3.458
NiPdTaOx_post,42.8,3.489
NiPdTaOx_post,42.81,3.551
NiPdTaOx_post,42.82,3.581
NiPdTaOx_post,42.83,3.551
NiPdTaOx_post,42.84,3.46
NiPdTaOx_post,42.85,3.497
NiPdTaOx_post,42.86,3.504
NiPdTaOx_post,42.87,3.499
NiPdTaOx_post,42.88,3.436
NiPdTaOx_post,42.89,3.481
NiPdTaOx_post,42.9,3.491
NiPdTaOx_post,42.91,3.524
NiPdTaOx_post,42.92,3.418
NiPdTaOx_post,42.93,3.385
NiPdTaOx_post,42.94,3.357
NiPdTaOx_post,42.95,3.373
NiPdTaOx_post,42.96,3.296
NiPdTaOx_post,42.97,3.335
NiPdTaOx_post,42.98,3.386
NiPdTaOx_post,42.99,3.366
NiPdTaOx_post,43.0,3.202
NiPdTaOx_post,43.01,3.166
NiPdTaOx_post,43.02,3.147
NiPdTaOx_post,43.03,3.263
NiPdTaOx_post,43.04,3.318
NiPdTaOx_post,43.05,3.333
NiPdTaOx_post,43.06,3.276
NiPdTaOx_post,43.07,3.264
NiPdTaOx_post,43.08,3.269
NiPdTaOx_post,43.09,3.233
NiPdTaOx_post,43.1,3.249
NiPdTaOx_post,43.11,3.266
NiPdTaOx_post,43.12,3.324
NiPdTaOx_post,43.13,3.379
NiPdTaOx_post,43.14,3.367
NiPdTaOx_post,43.15,3.323
NiPdTaOx_post,43.16,3.294
NiPdTaOx_post,43.17,3.355
NiPdTaOx_post,43.18,3.395
NiPdTaOx_post,43.19,3.409
NiPdTaOx_post,43.2,3.38
NiPdTaOx_post,43.21,3.28
NiPdTaOx_post,43.22,3.262
NiPdTaOx_post,43.23,3.295
NiPdTaOx_post,43.24,3.265
NiPdTaOx_post,43.25,3.231
NiPdTaOx_post,43.26,3.15
NiPdTaOx_post,43.27,3.202
NiPdTaOx_post,43.28,3.183
NiPdTaOx_post,43.29,3.113
NiPdTaOx_post,43.3,3.021
NiPdTaOx_post,43.31,2.975
NiPdTaOx_post,43.32,3.14
NiPdTaOx_post,43.33,3.248
NiPdTaOx_post,43.34,3.307
NiPdTaOx_post,43.35,3.246
NiPdTaOx_post,43.36,3.244
NiPdTaOx_post,43.37,3.226
NiPdTaOx_post,43.38,3.156
NiPdTaOx_post,43.39,3.051
NiPdTaOx_post,43.4,3.054
NiPdTaOx_post,43.41,3.107
NiPdTaOx_post,43.42,3.133
NiPdTaOx_post,43.43,3.181
NiPdTaOx_post,43.44,3.092
NiPdTaOx_post,43.45,3.064
NiPdTaOx_post,43.46,3.09
NiPdTaOx_post,43.47,3.189
NiPdTaOx_post,43.48,3.217
NiPdTaOx_post,43.49,3.113
NiPdTaOx_post,43.5,3.064
NiPdTaOx_post,43.51,3.081
NiPdTaOx_post,43.52,3.119
NiPdTaOx_post,43.53,3.13
NiPdTaOx_post,43.54,3.041
NiPdTaOx_post,43.55,3.025
NiPdTaOx_post,43.56,3.006
NiPdTaOx_post,43.57,2.989
NiPdTaOx_post,43.58,3.042
NiPdTaOx_post,43.59,3.143
NiPdTaOx_post,43.6,3.103
NiPdTaOx_post,43.61,3.074
NiPdTaOx_post,43.62,3.067
NiPdTaOx_post,43.63,3.175
NiPdTaOx_post,43.64,3.155
NiPdTaOx_post,43.65,2.949
NiPdTaOx_post,43.66,2.865
NiPdTaOx_post,43.67,2.933
NiPdTaOx_post,43.68,3.054
NiPdTaOx_post,43.69,3.029
NiPdTaOx_post,43.7,3.073
NiPdTaOx_post,43.71,3.113
NiPdTaOx_post,43.72,3.075
NiPdTaOx_post,43.73,2.942
NiPdTaOx_post,43.74,2.868
NiPdTaOx_post,43.75,2.855
NiPdTaOx_post,43.76,2.902
NiPdTaOx_post,43.77,2.975
NiPdTaOx_post,43.78,3.014
NiPdTaOx_post,43.79,2.951
NiPdTaOx_post,43.8,2.907
NiPdTaOx_post,43.81,2.873
NiPdTaOx_post,43.82,2.954
NiPdTaOx_post,43.83,2.998
NiPdTaOx_post,43.84,3.027
NiPdTaOx_post,43.85,2.976
NiPdTaOx_post,43.86,2.869
NiPdTaOx_post,43.87,2.843
NiPdTaOx_post,43.88,2.869
NiPdTaOx_post,43.89,2.915
NiPdTaOx_post,43.9,2.893
NiPdTaOx_post,43.91,2.951
NiPdTaOx_post,43.92,2.957
NiPdTaOx_post,43.93,2.949
NiPdTaOx_post,43.94,2.957
NiPdTaOx_post,43.95,3.011
NiPdTaOx_post,43.96,2.995
NiPdTaOx_post,43.97,2.952
NiPdTaOx_post,43.98,2.962
NiPdTaOx_post,43.99,2.913
NiPdTaOx_post,44.0,2.912
NiPdTaOx_post,44.01,2.922
NiPdTaOx_post,44.02,2.942
NiPdTaOx_post,44.03,2.896
NiPdTaOx_post,44.04,2.824
NiPdTaOx_post,44.05,2.818
NiPdTaOx_post,44.06,2.797
NiPdTaOx_post,44.07,2.872
NiPdTaOx_post,44.08,2.841
NiPdTaOx_post,44.09,2.856
NiPdTaOx_post,44.1,2.917
NiPdTaOx_post,44.11,3.011
NiPdTaOx_post,44.12,3.011
NiPdTaOx_post,44.13,2.986
NiPdTaOx_post,44.14,2.958
NiPdTaOx_post,44.15,3.015
NiPdTaOx_post,44.16,3.011
NiPdTaOx_post,44.17,3.002
NiPdTaOx_post,44.18,2.847
NiPdTaOx_post,44.19,2.804
NiPdTaOx_post,44.2,2.81
NiPdTaOx_post,44.21,2.943
NiPdTaOx_post,44.22,2.96
NiPdTaOx_post,44.23,3.011
NiPdTaOx_post,44.24,2.952
NiPdTaOx_post,44.25,2.941
NiPdTaOx_post,44.26,2.906
NiPdTaOx_post,44.27,2.885
NiPdTaOx_post,44.28,2.792
NiPdTaOx_post,44.29,2.798
NiPdTaOx_post,44.3,2.858
NiPdTaOx_post,44.31,2.913
NiPdTaOx_post,44.32,2.855
NiPdTaOx_post,44.33,2.846
NiPdTaOx_post,44.34,2.749
NiPdTaOx_post,44.35,2.814
NiPdTaOx_post,44.36,2.811
NiPdTaOx_post,44.37,2.804
NiPdTaOx_post,44.38,2.729
NiPdTaOx_post,44.39,2.848
NiPdTaOx_post,44.4,3.024
NiPdTaOx_post,44.41,3.022
NiPdTaOx_post,44.42,2.842
NiPdTaOx_post,44.43,2.705
NiPdTaOx_post,44.44,2.668
NiPdTaOx_post,44.45,2.639
NiPdTaOx_post,44.46,2.779
NiPdTaOx_post,44.47,2.878
NiPdTaOx_post,44.48,2.96
NiPdTaOx_post,44.49,2.884
NiPdTaOx_post,44.5,2.867
NiPdTaOx_post,44.51,2.887
NiPdTaOx_post,44.52,2.868
NiPdTaOx_post,44.53,2.785
NiPdTaOx_post,44.54,2.706
NiPdTaOx_post,44.55,2.656
NiPdTaOx_post,44.56,2.701
NiPdTaOx_post,44.57,2.711
NiPdTaOx_post,44.58,2.766
NiPdTaOx_post,44.59,2.815
NiPdTaOx_post,44.6,2.852
NiPdTaOx_post,44.61,2.824
NiPdTaOx_post,44.62,2.799
NiPdTaOx_post,44.63,2.753
NiPdTaOx_post,44.64,2.814
NiPdTaOx_post,44.65,2.834
NiPdTaOx_post,44.66,2.847
NiPdTaOx_post,44.67,2.83
NiPdTaOx_post,44.68,2.876
NiPdTaOx_post,44.69,2.836
NiPdTaOx_post,44.7,2.715
NiPdTaOx_post,44.71,2.692
NiPdTaOx_post,44.72,2.717
NiPdTaOx_post,44.73,2.886
NiPdTaOx_post,44.74,2.89
NiPdTaOx_post,44.75,2.843
NiPdTaOx_post,44.76,2.699
NiPdTaOx_post,44.77,2.672
NiPdTaOx_post,44.78,2.7
NiPdTaOx_post,44.79,2.707
NiPdTaOx_post,44.8,2.722
NiPdTaOx_post,44.81,2.799
NiPdTaOx_post,44.82,2.837
NiPdTaOx_post,44.83,2.836
NiPdTaOx_post,44.84,2.713
NiPdTaOx_post,44.85,2.702
NiPdTaOx_post,44.86,2.737
NiPdTaOx_post,44.87,2.789
NiPdTaOx_post,44.88,2.794
NiPdTaOx_post,44.89,2.802
NiPdTaOx_post,44.9,2.864
NiPdTaOx_post,44.91,2.908
NiPdTaOx_post,44.92,2.898
NiPdTaOx_post,44.93,2.81
NiPdTaOx_post,44.94,2.739
NiPdTaOx_post,44.95,2.712
NiPdTaOx_post,44.96,2.7
NiPdTaOx_post,44.97,2.653
NiPdTaOx_post,44.98,2.597
NiPdTaOx_post,44.99,2.565
NiPdTaOx_post,45.0,2.69
NiPdTaOx_post,45.01,2.846
NiPdTaOx_post,45.02,2.924
NiPdTaOx_post,45.03,2.798
NiPdTaOx_post,45.04,2.7
NiPdTaOx_post,45.05,2.697
NiPdTaOx_post,45.06,2.774
NiPdTaOx_post,45.07,2.768
NiPdTaOx_post,45.08,2.79
NiPdTaOx_post,45.09,2.801
NiPdTaOx_post,45.1,2.799
NiPdTaOx_post,45.11,2.841
NiPdTaOx_post,45.12,2.869
NiPdTaOx_post,45.13,2.911
NiPdTaOx_post,45.14,2.857
NiPdTaOx_post,45.15,2.75
NiPdTaOx_post,45.16,2.693
NiPdTaOx_post,45.17,2.804
NiPdTaOx_post,45.18,2.836
NiPdTaOx_post,45.19,2.812
NiPdTaOx_post,45.2,2.747
NiPdTaOx_post,45.21,2.741
NiPdTaOx_post,45.22,2.709
NiPdTaOx_post,45.23,2.83
NiPdTaOx_post,45.24,2.971
NiPdTaOx_post,45.25,3.027
NiPdTaOx_post,45.26,2.87
NiPdTaOx_post,45.27,2.741
NiPdTaOx_post,45.28,2.777
NiPdTaOx_post,45.29,2.719
NiPdTaOx_post,45.3,2.74
NiPdTaOx_post,45.31,2.722
NiPdTaOx_post,45.32,2.876
NiPdTaOx_post,45.33,2.878
NiPdTaOx_post,45.34,2.912
NiPdTaOx_post,45.35,2.839
NiPdTaOx_post,45.36,2.767
NiPdTaOx_post,45.37,2.712
NiPdTaOx_post,45.38,2.838
NiPdTaOx_post,45.39,2.95
NiPdTaOx_post,45.4,2.953
NiPdTaOx_post,45.41,2.872
NiPdTaOx_post,45.42,2.805
NiPdTaOx_post,45.43,2.792
NiPdTaOx_post,45.44,2.75
NiPdTaOx_post,45.45,2.736
NiPdTaOx_post,45.46,2.684
NiPdTaOx_post,45.47,2.669
NiPdTaOx_post,45.48,2.704
NiPdTaOx_post,45.49,2.771
NiPdTaOx_post,45.5,2.834
NiPdTaOx_post,45.51,2.768
NiPdTaOx_post,45.52,2.837
NiPdTaOx_post,45.53,2.825
NiPdTaOx_post,45.54,2.827
NiPdTaOx_post,45.55,2.779
NiPdTaOx_post,45.56,2.779
NiPdTaOx_post,45.57,2.778
NiPdTaOx_post,45.58,2.769
NiPdTaOx_post,45.59,2.711
NiPdTaOx_post,45.6,2.779
NiPdTaOx_post,45.61,2.812
NiPdTaOx_post,45.62,2.832
NiPdTaOx_post,45.63,2.734
NiPdTaOx_post,45.64,2.71
NiPdTaOx_post,45.65,2.729
NiPdTaOx_post,45.66,2.758
NiPdTaOx_post,45.67,2.768
NiPdTaOx_post,45.68,2.751
NiPdTaOx_post,45.69,2.783
NiPdTaOx_post,45.7,2.915
NiPdTaOx_post,45.71,2.907
NiPdTaOx_post,45.72,2.898
NiPdTaOx_post,45.73,2.734
NiPdTaOx_post,45.74,2.799
NiPdTaOx_post,45.75,2.765
NiPdTaOx_post,45.76,2.718
NiPdTaOx_post,45.77,2.632
NiPdTaOx_post,45.78,2.655
NiPdTaOx_post,45.79,2.813
NiPdTaOx_post,45.8,2.887
NiPdTaOx_post,45.81,2.834
NiPdTaOx_post,45.82,2.713
NiPdTaOx_post,45.83,2.685
NiPdTaOx_post,45.84,2.691
NiPdTaOx_post,45.85,2.678
NiPdTaOx_post,45.86,2.698
NiPdTaOx_post,45.87,2.718
NiPdTaOx_post,45.88,2.708
NiPdTaOx_post,45.89,2.711
NiPdTaOx_post,45.9,2.651
NiPdTaOx_post,45.91,2.712
NiPdTaOx_post,45.92,2.678
NiPdTaOx_post,45.93,2.715
NiPdTaOx_post,45.94,2.631
NiPdTaOx_post,45.95,2.629
NiPdTaOx_post,45.96,2.61
NiPdTaOx_post,45.97,2.627
NiPdTaOx_post,45.98,2.647
NiPdTaOx_post,45.99,2.732
NiPdTaOx_post,46.0,2.829
NiPdTaOx_post,46.01,2.813
NiPdTaOx_post,46.02,2.777
NiPdTaOx_post,46.03,2.725
NiPdTaOx_post,46.04,2.74
NiPdTaOx_post,46.05,2.822
NiPdTaOx_post,46.06,2.866
NiPdTaOx_post,46.07,2.8
NiPdTaOx_post,46.08,2.716
NiPdTaOx_post,46.09,2.736
NiPdTaOx_post,46.1,2.711
NiPdTaOx_post,46.11,2.769
NiPdTaOx_post,46.12,2.807
NiPdTaOx_post,46.13,2.858
NiPdTaOx_post,46.14,2.827
NiPdTaOx_post,46.15,2.72
NiPdTaOx_post,46.16,2.622
NiPdTaOx_post,46.17,2.719
NiPdTaOx_post,46.18,2.738
NiPdTaOx_post,46.19,2.831
NiPdTaOx_post,46.2,2.807
NiPdTaOx_post,46.21,2.902
NiPdTaOx_post,46.22,2.871
NiPdTaOx_post,46.23,2.818
NiPdTaOx_post,46.24,2.686
NiPdTaOx_post,46.25,2.641
NiPdTaOx_post,46.26,2.661
NiPdTaOx_post,46.27,2.741
NiPdTaOx_post,46.28,2.623
NiPdTaOx_post,46.29,2.539
NiPdTaOx_post,46.3,2.606
NiPdTaOx_post,46.31,2.651
NiPdTaOx_post,46.32,2.78
NiPdTaOx_post,46.33,2.825
NiPdTaOx_post,46.34,2.83
NiPdTaOx_post,46.35,2.715
NiPdTaOx_post,46.36,2.683
NiPdTaOx_post,46.37,2.612
NiPdTaOx_post,46.38,2.519
NiPdTaOx_post,46.39,2.488
NiPdTaOx_post,46.4,2.624
NiPdTaOx_post,46.41,2.669
NiPdTaOx_post,46.42,2.649
NiPdTaOx_post,46.43,2.614
NiPdTaOx_post,46.44,2.724
NiPdTaOx_post,46.45,2.771
NiPdTaOx_post,46.46,2.773
NiPdTaOx_post,46.47,2.689
NiPdTaOx_post,46.48,2.645
NiPdTaOx_post,46.49,2.661
NiPdTaOx_post,46.5,2.682
NiPdTaOx_post,46.51,2.745
NiPdTaOx_post,46.52,2.773
NiPdTaOx_post,46.53,2.731
NiPdTaOx_post,46.54,2.712
NiPdTaOx_post,46.55,2.702
NiPdTaOx_post,46.56,2.782
NiPdTaOx_post,46.57,2.73
NiPdTaOx_post,46.58,2.728
NiPdTaOx_post,46.59,2.671
NiPdTaOx_post,46.6,2.684
NiPdTaOx_post,46.61,2.681
NiPdTaOx_post,46.62,2.643
NiPdTaOx_post,46.63,2.644
NiPdTaOx_post,46.64,2.721
NiPdTaOx_post,46.65,2.796
NiPdTaOx_post,46.66,2.761
NiPdTaOx_post,46.67,2.695
NiPdTaOx_post,46.68,2.709
NiPdTaOx_post,46.69,2.656
NiPdTaOx_post,46.7,2.615
NiPdTaOx_post,46.71,2.589
NiPdTaOx_post,46.72,2.596
NiPdTaOx_post,46.73,2.612
NiPdTaOx_post,46.74,2.655
NiPdTaOx_post,46.75,2.699
NiPdTaOx_post,46.76,2.696
NiPdTaOx_post,46.77,2.664
NiPdTaOx_post,46.78,2.565
NiPdTaOx_post,46.79,2.494
NiPdTaOx_post,46.8,2.473
NiPdTaOx_post,46.81,2.563
NiPdTaOx_post,46.82,2.602
NiPdTaOx_post,46.83,2.508
NiPdTaOx_post,46.84,2.527
NiPdTaOx_post,46.85,2.593
NiPdTaOx_post,46.86,2.589
NiPdTaOx_post,46.87,2.604
NiPdTaOx_post,46.88,2.604
NiPdTaOx_post,46.89,2.687
NiPdTaOx_post,46.9,2.647
NiPdTaOx_post,46.91,2.65
NiPdTaOx_post,46.92,2.603
NiPdTaOx_post,46.93,2.563
NiPdTaOx_post,46.94,2.526
NiPdTaOx_post,46.95,2.522
NiPdTaOx_post,46.96,2.499
NiPdTaOx_post,46.97,2.517
NiPdTaOx_post,46.98,2.668
NiPdTaOx_post,46.99,2.768
NiPdTaOx_post,47.0,2.704
NiPdTaOx_post,47.01,2.59
NiPdTaOx_post,47.02,2.549
NiPdTaOx_post,47.03,2.534
NiPdTaOx_post,47.04,2.542
NiPdTaOx_post,47.05,2.542
NiPdTaOx_post,47.06,2.53
NiPdTaOx_post,47.07,2.564
NiPdTaOx_post,47.08,2.629
NiPdTaOx_post,47.09,2.674
NiPdTaOx_post,47.1,2.59
NiPdTaOx_post,47.11,2.578
NiPdTaOx_post,47.12,2.541
NiPdTaOx_post,47.13,2.648
NiPdTaOx_post,47.14,2.58
NiPdTaOx_post,47.15,2.515
NiPdTaOx_post,47.16,2.394
NiPdTaOx_post,47.17,2.375
NiPdTaOx_post,47.18,2.429
NiPdTaOx_post,47.19,2.518
NiPdTaOx_post,47.2,2.568
NiPdTaOx_post,47.21,2.635
NiPdTaOx_post,47.22,2.643
NiPdTaOx_post,47.23,2.566
NiPdTaOx_post,47.24,2.456
NiPdTaOx_post,47.25,2.416
NiPdTaOx_post,47.26,2.462
NiPdTaOx_post,47.27,2.493
NiPdTaOx_post,47.28,2.441
NiPdTaOx_post,47.29,2.425
NiPdTaOx_post,47.3,2.394
NiPdTaOx_post,47.31,2.45
NiPdTaOx_post,47.32,2.502
NiPdTaOx_post,47.33,2.525
NiPdTaOx_post,47.34,2.528
NiPdTaOx_post,47.35,2.496
NiPdTaOx_post,47.36,2.498
NiPdTaOx_post,47.37,2.453
NiPdTaOx_post,47.38,2.443
NiPdTaOx_post,47.39,2.389
NiPdTaOx_post,47.4,2.47
NiPdTaOx_post,47.41,2.482
NiPdTaOx_post,47.42,2.429
NiPdTaOx_post,47.43,2.365
NiPdTaOx_post,47.44,2.425
NiPdTaOx_post,47.45,2.532
NiPdTaOx_post,47.46,2.489
NiPdTaOx_post,47.47,2.509
NiPdTaOx_post,47.48,2.402
NiPdTaOx_post,47.49,2.348
NiPdTaOx_post,47.5,2.303
NiPdTaOx_post,47.51,2.327
NiPdTaOx_post,47.52,2.33
NiPdTaOx_post,47.53,2.295
NiPdTaOx_post,47.54,2.29
NiPdTaOx_post,47.55,2.34
NiPdTaOx_post,47.56,2.407
NiPdTaOx_post,47.57,2.537
NiPdTaOx_post,47.58,2.526
NiPdTaOx_post,47.59,2.52
NiPdTaOx_post,47.6,2.407
NiPdTaOx_post,47.61,2.382
NiPdTaOx_post,47.62,2.402
NiPdTaOx_post,47.63,2.478
NiPdTaOx_post,47.64,2.493
NiPdTaOx_post,47.65,2.479
NiPdTaOx_post,47.66,2.481
NiPdTaOx_post,47.67,2.571
NiPdTaOx_post,47.68,2.45
NiPdTaOx_post,47.69,2.418
NiPdTaOx_post,47.7,2.349
NiPdTaOx_post,47.71,2.408
NiPdTaOx_post,47.72,2.417
NiPdTaOx_post,47.73,2.545
NiPdTaOx_post,47.74,2.592
NiPdTaOx_post,47.75,2.551
NiPdTaOx_post,47.76,2.506
NiPdTaOx_post,47.77,2.516
NiPdTaOx_post,47.78,2.458
NiPdTaOx_post,47.79,2.321
NiPdTaOx_post,47.8,2.286
NiPdTaOx_post,47.81,2.333
NiPdTaOx_post,47.82,2.381
NiPdTaOx_post,47.83,2.395
NiPdTaOx_post,47.84,2.469
NiPdTaOx_post,47.85,2.549
NiPdTaOx_post,47.86,2.527
NiPdTaOx_post,47.87,2.558
NiPdTaOx_post,47.88,2.555
NiPdTaOx_post,47.89,2.503
NiPdTaOx_post,47.9,2.383
NiPdTaOx_post,47.91,2.332
NiPdTaOx_post,47.92,2.411
NiPdTaOx_post,47.93,2.458
NiPdTaOx_post,47.94,2.433
NiPdTaOx_post,47.95,2.305
NiPdTaOx_post,47.96,2.271
NiPdTaOx_post,47.97,2.279
NiPdTaOx_post,47.98,2.317
NiPdTaOx_post,47.99,2.315
NiPdTaOx_post,48.0,2.356
NiPdTaOx_post,48.01,2.321
NiPdTaOx_post,48.02,2.315
